Packet Num,Timestamp,Sensor Index,Sensor Bits
17,538.4800415039062,sensor_03,0000010100100111011
17,538.4800415039062,sensor_04,0111111100000011011
17,538.4800415039062,sensor_05,0110011010110000011
17,538.4800415039062,sensor_06,1000111001001011001
17,538.4800415039062,sensor_07,0000011111101000110
17,538.4800415039062,sensor_08,0001111101111011101
18,538.4801635742188,sensor_01,1101000011000110010
18,538.4801635742188,sensor_02,0110010110001101000
18,538.4801635742188,sensor_03,0001001011101100001
18,538.4801635742188,sensor_04,0111101100010110100
18,538.4801635742188,sensor_05,0100001001001010011
18,538.4801635742188,sensor_06,1011111110100110001
18,538.4801635742188,sensor_07,0111110101110001001
18,538.4801635742188,sensor_08,1101011101100111101
19,538.480224609375,sensor_01,1111011001100011010
19,538.480224609375,sensor_02,1110111110101010000
19,538.480224609375,sensor_03,1001001101100011101
19,538.480224609375,sensor_04,1110000101010011110
19,538.480224609375,sensor_05,0100010111110100110
19,538.480224609375,sensor_06,1100011001000011000
19,538.480224609375,sensor_07,0010000110101010100
19,538.480224609375,sensor_08,0110101011101111011
20,538.4802856445312,sensor_01,1001100001111011110
20,538.4802856445312,sensor_02,1001101010100000011
20,538.4802856445312,sensor_03,1101110010001111111
20,538.4802856445312,sensor_04,1010101100111010011
20,538.4802856445312,sensor_05,1011011000011010011
20,538.4802856445312,sensor_06,0011101100101101011
20,538.4802856445312,sensor_07,0001000001010111100
20,538.4802856445312,sensor_08,1001101111010010001
21,538.4804077148438,sensor_01,1100101101001000100
21,538.4804077148438,sensor_02,0001110011100011110
21,538.4804077148438,sensor_03,0001110101111101110
21,538.4804077148438,sensor_04,0000101111100111100
21,538.4804077148438,sensor_05,0100000111100111101
21,538.4804077148438,sensor_06,0010010111101110000
21,538.4804077148438,sensor_07,0101010100101101110
21,538.4804077148438,sensor_08,1000011111110101001
22,538.48046875,sensor_01,1111010011111110110
22,538.48046875,sensor_02,0111100000010110001
22,538.48046875,sensor_03,1110010110001001111
22,538.48046875,sensor_04,0000000000001110001
22,538.48046875,sensor_05,0011110001011101110
22,538.48046875,sensor_06,1100101101010001000
22,538.48046875,sensor_07,0111010101100100100
22,538.48046875,sensor_08,0010000001011010011
23,538.4805908203125,sensor_01,1000101011000011001
23,538.4805908203125,sensor_02,0010001011001010101
23,538.4805908203125,sensor_03,1000111000100001001
23,538.4805908203125,sensor_04,1100100011111010100
23,538.4805908203125,sensor_05,0110010000011101001
23,538.4805908203125,sensor_06,1111011101111100110
23,538.4805908203125,sensor_07,0001011110000011001
23,538.4805908203125,sensor_08,1001011110001110011
24,538.4806518554688,sensor_01,1001010110110101101
24,538.4806518554688,sensor_02,0011010010100000100
24,538.4806518554688,sensor_03,0010111111001001000
24,538.4806518554688,sensor_04,1001110001101100111
24,538.4806518554688,sensor_05,0011010100111011000
24,538.4806518554688,sensor_06,1100001100101110110
24,538.4806518554688,sensor_07,1101101010000000110
24,538.4806518554688,sensor_08,1001001011011011001
25,538.480712890625,sensor_01,1110110011000001100
25,538.480712890625,sensor_02,1101011001111111010
25,538.480712890625,sensor_03,0000010000011111010
25,538.480712890625,sensor_04,1101100001101010011
25,538.480712890625,sensor_05,1110010011111001001
25,538.480712890625,sensor_06,0001101100111010001
25,538.480712890625,sensor_07,1101001001000101001
25,538.480712890625,sensor_08,0010011110001001101
